# Event Managers
32365;-59189,-56896,-2032,0,60
32365;83358,149223,-3400,32768,60

# Event Npcs
13097;-63400,-58416,-2112,0,420
13097;-61620,-58772,-1712,0,420
13097;-62688,-59128,-2136,0,420
13097;-63044,-57348,-2008,0,420
13097;-63400,-57704,-2000,0,420
13097;-63044,-58416,-2064,0,420
13097;-63400,-58060,-2040,0,420
13097;-63400,-56280,-2144,0,420
13097;-61620,-56636,-2008,0,420
13097;-63400,-56992,-2096,0,420
13097;-63044,-55924,-2080,0,420
13097;-63044,-54856,-2504,0,420
13097;-61620,-54856,-2016,0,420
13097;-63400,-54856,-2544,0,420
13097;-63400,-53432,-2816,0,420
13097;-61620,-53432,-1800,0,420
13097;-62332,-55212,-2008,0,420
13097;-60908,-58416,-2008,0,420
13097;-59840,-59128,-2008,0,420
13097;-59840,-58060,-2032,0,420
13097;-60196,-58772,-2008,0,420
13097;-59484,-59128,-2008,0,420
13097;-60552,-58060,-2016,0,420
13097;-59484,-58060,-2032,0,420
13097;-61264,-58416,-2008,0,420
13097;-59840,-57704,-2032,0,420
13097;-60196,-59128,-1224,0,420
13097;-60196,-56280,-2032,0,420
13097;-59840,-55924,-2032,0,420
13097;-59840,-53788,-2088,0,420
13097;-59484,-55212,-2008,0,420
13097;-59484,-54144,-2112,0,420
13097;-60196,-54144,-2112,0,420
13097;-60908,-54856,-2072,0,420
13097;-59840,-53432,-2120,0,420
13097;-60196,-54856,-2080,0,420
13097;-59840,-55212,-2008,0,420
13097;-61264,-54500,-2080,0,420
13097;-59840,-54856,-2096,0,420
13097;-58060,-58060,-2528,0,420
13097;-58416,-57348,-2024,0,420
13097;-59128,-58772,-2008,0,420
13097;-59128,-55568,-2016,0,420
13097;-58416,-56636,-2032,0,420
13097;-58416,-55924,-2008,0,420
13097;-59128,-56280,-2032,0,420
13097;-58772,-55568,-2008,0,420
13097;-58416,-56992,-2032,0,420
13097;-59128,-56992,-2032,0,420
13097;-58772,-53788,-2176,0,420
13097;-57704,-54144,-2040,0,420
13097;-58416,-54856,-2024,0,420
13097;-57704,-53788,-2008,0,420
13097;-58772,-54856,-2072,0,420
13097;-59128,-54856,-2080,0,420
13097;-59128,-55212,-2008,0,420
13097;-57704,-54856,-2008,0,420
13097;-59128,-58416,-2008,0,420
13097;-64468,-58060,-1976,0,420
13097;-64112,-58772,-2432,0,420
13097;-64468,-57704,-2008,0,420
13097;-64112,-59128,-2600,0,420
13097;-64112,-57348,-2112,0,420
13097;-63756,-57348,-2168,0,420
13097;-64824,-55568,-2504,0,420
13097;-64468,-55568,-2328,0,420
13097;-63756,-56992,-2176,0,420
13097;-64468,-56636,-2296,0,420
13097;-65180,-56280,-2392,0,420
13097;-63756,-54500,-2496,0,420
13097;-63756,-54856,-2496,0,420
13097;-64112,-53788,-2856,0,420
13097;-64112,-55212,-2384,0,420
13097;-64824,-55212,-2680,0,420
13097;-64112,-54144,-2712,0,420
13097;-65180,-53432,-2640,0,420
13097;-65180,-55212,-2704,0,420
13097;-58772,-57348,-2032,0,420
13097;-60552,-54856,-2080,0,420
13097;-64112,-52008,-3480,0,420
13097;-64824,-51296,-4072,0,420
13097;-63756,-51652,-3512,0,420
13097;-63756,-51296,-3520,0,420
13097;-64468,-53076,-2672,0,420
13097;-63400,-51296,-3576,0,420
13097;-62688,-52364,-2736,0,420
13097;-63044,-51652,-3608,0,420
13097;-63044,-51296,-3528,0,420
13097;-60552,-52364,-2080,0,420
13097;-60552,-52720,-2088,0,420
13097;-60196,-53076,-2080,0,420
13097;-59484,-51296,-2896,0,420
13097;-60908,-52720,-2112,0,420
13097;-60552,-55924,-2032,0,420
13097;-64468,-49160,-4168,0,420
13097;-64824,-50228,-4184,0,420
13097;-64468,-49872,-4168,0,420
13097;-64112,-50584,-3952,0,420
13097;-65180,-49160,-4200,0,420
13097;-64468,-50940,-4096,0,420
13097;-62688,-50940,-3480,0,420
13097;-61976,-49872,-3672,0,420
13097;-62332,-49516,-3808,0,420
13097;-61620,-50228,-3608,0,420
13097;-61620,-49872,-3672,0,420
13097;-61976,-50940,-3264,0,420
13097;-62332,-49872,-3720,0,420
13097;-63044,-49872,-3704,0,420
13097;-62688,-49516,-3888,0,420
13097;-61976,-50584,-3288,0,420
13097;-60196,-49160,-3728,0,420
13097;-60196,-50584,-2776,0,420
13097;-60908,-50940,-2848,0,420
13097;-59484,-49872,-2856,0,420
13097;-59484,-50940,-2912,0,420
13097;-60196,-50940,-2872,0,420
13097;-61264,-49516,-3784,0,420
13097;-59840,-50940,-2904,0,420
13097;-63756,-49516,-3952,0,420
13097;-64824,-48804,-4200,0,420
13097;-62332,-48804,-4000,0,420
13097;-57348,-53076,-2008,0,420
13097;-59128,-53076,-2032,0,420
13097;-58060,-53076,-1680,0,420
13097;-58416,-51652,-2976,0,420
13097;-57704,-52720,-2112,0,420
13097;-58772,-49516,-2872,0,420
13097;-58772,-50228,-2856,0,420
13097;-58772,-50940,-2912,0,420
13097;-57348,-50940,-3160,0,420
13097;-63400,-49160,-4048,0,420
13097;-63400,-47380,-4200,0,420
13097;-63044,-48804,-4112,0,420
13097;-62688,-48448,-4128,0,420
13097;-63044,-47736,-4200,0,420
13097;-62688,-47380,-4200,0,420
13097;-62332,-48448,-4088,0,420
13097;-59840,-48448,-3832,0,420
13097;-60196,-47380,-4144,0,420
13097;-60908,-47736,-4184,0,420
13097;-60196,-48804,-3824,0,420
13097;-60196,-48092,-3992,0,420
13097;-60552,-48804,-3904,0,420
13097;-59484,-48448,-3776,0,420
13097;-60552,-48092,-4072,0,420
13097;-60552,-47380,-4176,0,420
13097;-59128,-48092,-3816,0,420
13097;-58772,-48448,-3704,0,420
13097;-59128,-48448,-3704,0,420
13097;-57348,-48092,-3776,0,420
